,0,1,2,3,4,5,6,7,8
0,0.0,0.0,12.0,35.0,51.0,66.0,11.85472258027212,9.315392403791606,14.394052756752636
1,0.0,13.0,29.0,45.0,60.0,74.0,17.992903624339185,16.091197794919026,19.894609453759344
2,0.0,0.0,20.0,38.0,52.0,73.0,15.430094350511808,12.990887123696606,17.86930157732701
3,0.0,0.0,17.0,32.0,56.0,78.0,16.396931526007474,14.402007775999243,18.391855276015704
4,0.0,14.0,29.0,43.0,56.0,75.0,15.568780035797559,13.440568196235745,17.696991875359373
5,0.0,6.0,23.0,39.0,54.0,71.0,11.763879220278229,10.184814371838211,13.342944068718246
6,0.0,9.0,25.0,44.0,55.0,72.0,13.230081654387135,11.324694004529949,15.135469304244321
7,0.0,8.0,20.0,35.0,50.0,78.0,17.43132209328785,14.612877780076257,20.249766406499443
8,0.0,11.0,21.0,38.0,53.0,67.0,11.082041221118866,8.529896323998098,13.634186118239633
9,0.0,11.0,32.0,52.0,65.0,73.0,13.592318812361956,11.668145392820312,15.5164922319036
10,3.0,16.0,25.0,41.0,60.0,70.0,14.345378379206636,11.615640810091595,17.075115948321677
11,0.0,9.0,22.0,41.0,61.0,81.0,18.759634638579634,16.266029194557724,21.253240082601543
12,0.0,3.0,27.0,41.0,59.0,76.0,16.26737360776839,13.992021197799097,18.542726017737685
13,0.0,3.0,19.0,40.0,54.0,71.0,16.21823087873073,13.83875034456056,18.5977114129009
14,0.0,2.0,20.0,35.0,56.0,72.0,14.88390711769102,12.610924381131479,17.15688985425056
15,0.0,13.0,32.0,56.0,72.0,82.0,19.40216502554445,17.245674957264843,21.558655093824054
16,0.0,8.0,24.0,41.0,61.0,79.0,16.727937468269392,14.956294047574223,18.49958088896456
17,0.0,4.0,24.0,42.0,62.0,76.0,14.572453773715631,12.021735758964969,17.123171788466294
18,0.0,5.0,16.0,30.0,54.0,70.0,10.971957246351378,8.371066701222134,13.572847791480623
19,0.0,1.0,21.0,44.0,55.0,73.0,13.894038580726061,11.175948954130924,16.6121282073212
